Cleaned_Dialogue,Happiness,Contentment,Confidence,Neutral,Sadness,Anger,Fear,Surprise,Disgust,Love,Excitement,Anticipation,Nostalgia,Confusion,Frustration,Longing,Optimism
you wrote that you have a cute touchie,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
it’s kind of a risky joke tag and what iswhat is this drawingi can’t figure out what this is,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
whoa i can’t believe you did that that was really sweet,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
no don’t worry about it,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
no you could’ve lost your job,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
are you kidding me with a cute butt like this i’d find work,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
y’know what,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
what,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
i… it just—it took me so long to get that desk organized,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
yeah lady give us candy,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
joey,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
what’s up buddy,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
what are you doing,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
waiting for candy,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
all right y’know what forget it all of you forget ityou’ve ruined it go home you’ve ruined it you’ve ruined it,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
did you smoke,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
no smokesalot lady blew smoke directly into my mouthehuh—are you okay,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
i’m fine now but it was really scary there for a while i meansomeone slipped aa threatening note under the door,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
i can’t believe it i did it i rode a bike i never thoughti’d be able to do that thank you ross,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
oh hey don’t thank me thank yourself you’re the one who facedher fears and ultimately overcame them,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hey,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
hey so wheres mon,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
oh shes at home putting up decorations for rachels birthday party tonight,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
and youre not helping,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
i tried but apparantly singing i will survive in a helium voice not helping,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
hey you guys,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
shhh dont say that loud gunthers gonna want to hug me,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
hi,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ooh somebodys getting a little fussy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
you damn right i am ive been waiting for a cookie for 7 minutes,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ok you know what im just gonna take her outside,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ok thank you,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
yeah you too,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
oh wow molly is just great,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
yeah,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
yes bravo on the hot nanny,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
what you really think shes hot,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
are you kidding if i wasnt married shed be rejecting me right now,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
and joey,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
how do you think shes doing,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
am i the only one who doesnt think that shes hot ross,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
eh i mean i mena shes not unattractive but hot i,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
now that rachels gone,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
hey mike whats the capital of peru,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
lima,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
no it starts with a v and ends with an x helpfully with a to in the middle,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
what,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
ok i dont want to freak you out or anything but i think i just saw a rat in your cupboard,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
what is he your pet rat,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
well not so much a pet as you know an occasional visitor who i put food out for you know kinda like santa except santa doesnt poop on the plate of cookies,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
you cant keep a rat in your appartment theyre extremely unsanitary and they transmit leptospirosis and hantavirus,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
what are those,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
i dont know but they dont sound like spa treatments you have to get rid of it,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
ok fine if it means that much to you ill get rid of bob,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
thank you,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hello,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
hello,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
for what,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
well when we first met you know i thought you were pompous and arrogant and obnoxious,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
is this your first appology,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
good morning,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
i was giving you an appology and you were totally checking her out,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
i wasnt checking her out im in fashion i was looking at her skirt or was it pants i didnt really see what happened below the ass area,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
oh wow you are really youre really a creep,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
why do you even care if i was looking at her are you jealous,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
oh yeah im jealous oh gavin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
i thought it was ok when you slept with your old assistant tag,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
that is totally different for two reasons one i didnt know that you knew that and two i wasnt some creep staring at his ass we had a deap meaningful relationship,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
huh whats tags last name,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
but it was a deap meaningful relationship,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
oh you know what my first impression of you was absolutely right you are arrogant you are pompous morgan morgan tags last name was morgan huh,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
it was jones,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
yeah well what are you his boyfriend,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
man i wish i had a nanny like you,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
you mean when you were a baby,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
sure,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
would you stop staring at her,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
i wasnt staring i was leering,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
whats the big deal with her maybe shes attractive in an obvious kind of way,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
yeah obvious beautys the worst you know when its right there in your face me i like to have to work to find someone attractive makes me feel like i earned it,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
looks like joey is doing allright with her,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yeah hey that was nice of you guys to back off and let joey get the girl for once,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ok ill be home right after work ok by emmawemmademma i love you wovyou dovyou,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
bye,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
theyve elected me to talk to you about the baby talk its not so good,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
bye emmawemmademma,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
why not,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
because it took us months to find a good nanny and i wouldnt want anything to you know drive her away,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
come on there are plenty of other women out thereok just just forget about her ok just shes off limits,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
oh man why did have to go and say that for now that you told me i cant have it makes me want her even more,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
what are you a child,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
yes,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
joey come on now for me please justjust try to focus your sexual energy on someone else,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
hey mikey,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hey p,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
what are you doing,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
setting rat traps,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
to kill bob,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
no no to test his neck strength,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
no mike i dont want to kill him i thought we were just gonna capture him and and you know set him free in the country side where he can maybe meet a friendly possom and a wisecracking owl,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
ok ok ill throw away the traps,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
better think of a new name for him,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
i dont know i kinda like bob for a girl,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
oh my god we killed bob,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
maybe it wasnt bob maybe it was a mouse,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
whazzup,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
seriously dude 3 years ago,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
listen can you do me a favor im gonna be out today can you just keep an eye on joey make sure nothing happens between him and molly,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
you dont trust him,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
wh no some woman who sounded a lot like joey called earlier and asked for her daughter the hot nanny,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
is this really your long term plan for me to run interference because i could get a job any day now,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
you do appear right on the cusp of something come on man im sure hell lose interest in a week or two but for now can you please just do this for me,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
allright fine but dont blame me if it doesnt work because you know as well as i do that once joey sets his mind on something more often than not hes going to have sex with it,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
picturing that tree,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
i am yes,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
where you going joe,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
for a walk,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
oh you mind if i join you,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
actually that will be long you know i really need to organize my thoughts,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
your thoughts plural,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
allright fine i only have one thought its about the hot nanny i gotta see her,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
im afraid i cant let you do that joe,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
now youre telling me i cant see her you guys are killing me shes forbidden fruit its like like shes the princess and im the stable boy why are you doing this huh did ross tell you not to let me go over there,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
yes as a matter of fact he did so i cant let you go,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
huh interesting now there are obstacles hot nanny and me against the world this is the kind of stuff great novels are made of,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
great novels,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
fine mediocre porn,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
gavin mitchelles office,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
um excuse me gavin i have a question i need to ask you,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
if you like looking at butts so much why dont you just go look at a mirror,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
oh please i dont care about you enough to bug me in fact from now on im going take the high road and im going be very very nice to you you mommas boy,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
hey rach,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
hi,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ready for your birthday lunch,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
yeah i am i am oh but first of all monica i would like to introduce you to my very talented colleage and more importantly my wonderful friend gavin mitchelle,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
pleased to meet you,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
pleased to meet you so youre coming to rachels party tonight,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
oh no no no no no gavin cant he already has plans most likely with his mother,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
why did you invite him i cant stand that guy,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
you were just being so nice to him,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
i was faking it cant you tell when im being fake,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
hey mr philips nice suit,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
right there that was so fake,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
shh,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
oh youre welcome for the party im glad youre having a good time,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
god i hope he doesnt show up of course hes not gonna show up the guy hates me,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
does he,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
maybe hes bothering you so much because he likes you its like in first grade when skippy langwild always pushed me on the playground because he secretly had a crush on me,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
oh monica you think skippy liked you honey all those buys had a bet to see if he can knock you over,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
hey rach so can i sing happy birthday to you now,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
yeah sure,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
hey rach somebody got you shoes,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
be careful be careful these are my rat babies,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
yeah we have rat babies now,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
ahhhh you brought rats to my birthday party,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
so this is what a stroke feels like,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
i had to bring them we killed their mother theyre our responsibility now you know they require constant care you should know that rachel youre a mother,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
are you comparing my daughter to a rat,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
no seven rats i think we should take them home we need feed them,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
whhh wait youre gonna leave my party to take care of a box of rats,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
where the hell are joey and molly i asked you to watch them,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
we have to stop them before something happens,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
so you see molly what people dont understand is that acting is a discipline it takes a lot of hard work,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
so where did you study,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
oh i didnt go to college,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
no where did you study acting,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
molly people dont study acting,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
molly ah do you mind giving us just a minute,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
sure ill go check on emma,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
thanx,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
what do you think youre gonna do have sex with her right here on my couch,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
come on joe,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
hi is molly here,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
yeah come on in molly,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
ok ok you start preparing the formula and i start changing the box and then we gotta put them straight to bed,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
hey when did we become one of those couples whose lives revolve around their rats,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
well you know what theyre our responsibility now,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ok fine these rats are our responsibility what happens when they mate and there are hundreds of them,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
mate theyre all brothers and sisters,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
yeah not such a problem with rats no theyre more of a love the one youre with kind of animals,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
well i know this is gonna sound crazy but we could not let the box of rats ruin our lives,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
yeah ok i guess youre right allright so we should just give them away but to nice families with children and reduced fat wheat thins theyre bobs favorites,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
its gonna be ok,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
you must think im crazy,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
no i think youre sweet,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
hey,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
hi thanks for the party honey should i help you clean up,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
no way you had your party now i have mine is everything alright,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
yeah i just get a little bummed when my birthdays over,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
mmm hmm,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
oh we werent talking about you no no way to recover,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
no,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
nice party,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
look ill just give you this and go,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
oh you bought me a present why,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
well let me explain how birthday parties usually work there are presents and a cake perhaps a fourth or fifth person ok i got you the present to make up for being such a jerk to you earlier,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
i really mean it,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
see gavin youre capable of being a nice guy why did you give me such a hard time,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
im not sure,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
well monica seems to think its because you have feelings for me,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
i do have feelings for you,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
you do,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
yes i feel that you are a little annoying,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
listen i think ive left something here,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
oh uh well i havent seem it but if i do ill let you know,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
all right i was 15 it was my best friend ruth and we got drunk onthat hard cider and then suddenly i don’t know we were we were making out,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
yeah sure well yknow earlier she was talking about geography,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
joey she was listing the countries she’s done it in,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
well i think we all learned something,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
yknow what that means,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
that you’re actually 50,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
nono that’s not that’s not,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
oh,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
that is so cool,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
i know so this woman probably could like have all kinds of storiesabout my parents and she might even know like where my dad is so i looked her up andshe lives out by the beach so maybe this weekend we could go to the beach,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
yeah yeah we can,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
that’s too bad,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
so great okay tomorrow we’re gonna drive out to montauk,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
hey bonnie had sex there,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
you’re not gonna die an old maid maybe an old spinster cook,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
hey now besides if worst comes to worst i’ll be your boyfriend,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
yeah right,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
why is that so funny,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
you made a joke right so i laughed,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
hahaha a little to hard what am i not ah boyfriend material,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
well i’d probably be scared of a guy using a fake voice,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
oh hey oh good you brought food,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
no it’s just my luggage,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
hey,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
woohoo all right yeah,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
oh i am having the best karma this week first i find this woman whoknew my parents and then my client with the fuzzy back gives me his beach house,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
yeah what about ah that bike messenger you hit,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
oh i wasn’t talking about his karma,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
hey,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
heyhey check out the hat,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
what a minute i know that hat i was taken aboard that hat they didexperiments on me i can’t have children,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
seriously where did you get the hat,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
ross gave it to me,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
yeah i think she looks good,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ohh thank you,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
buy it for ya or win it for ya,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
well excuse me my fashionimpaired friends i am here to tell you thathats are back,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
and this time they’ve ganged up to form one giant super hat,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
go go go,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
oh yeah now everybody wants to be under this hat,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
oy,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
oh yeah bob said there might be flood damage,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
well yes it’s kind’ve an unusual house it has umm threebeautiful bedrooms and ah no baths but yknow the ocean is right there,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
ahh yes,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
hi phoebe abott i’m your best friends daughter,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
you’re erwin’s daughter,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
oh gosh lily yes of course i remember lily i then you must be,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
yes yes yes yes that’s my dad that’s frank yeahi’m sorry i’m getting all flingy,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
nono sorry cookies are good thanks,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
oh,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
oh no ii’m sorry i guess we lost track of everybody afterhigh school,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
ohh well yknow we were always together in fact the had a nicknamefor the three of us,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
oh what what was it,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
what,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
i mean naked game strip poker we should totally play strip poker,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
no no,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
what are you crazy,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
come on when you go away youyou have to play it’s like a law,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
aww thank you,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
come on please i’m boredddd you let me do it once before,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
get away,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
just once,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
stay away,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
take it like a man ross,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
oh come on,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
big bullies,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
ow ow oh nonono,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
oh so how are we doing,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
bored and bored,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
hey you know what naked card game is never boring,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
noo,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
i’m kind caring and sweet what’s monica like,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
