Cleaned_Dialogue,Happiness,Contentment,Confidence,Neutral,Sadness,Anger,Fear,Surprise,Disgust,Love,Excitement,Anticipation,Nostalgia,Confusion,Frustration,Longing,Optimism
she was just crawling around and she found him so i just let her sleep with him thats all right isnt it,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
joey are you sure i mean i know how much you love him,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
rachel lets be clear on this ok i do not love hugsy i like him a normal amount,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
all right oh emma loves him,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
why wouldnt she hes a wonderful person,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
hi,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
hey phoebe how you doin you feelin better,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
breaking up sucks oh i really miss mike,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
oh im so sorry,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
youre not gonna need my help,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
well no when i get to the point where you know im ready to hear cruel mocking jokes about mike im gonna come to you,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
ok i mean i know i did the right thing you know mike never wants to get married and i shouldnt be in a relationship that has no future but pretty soon im gonna miss him so much im gonna wanna see him again and you have to stop me from doing that,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
ok you got it,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
really if thats what you want,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
that was a test and you just failed,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
damn it rookie mistake,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
i believe i read that somewhere,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
i respectfully disagree,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
i cant believe you put that on my alumni page,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
who cares nobody reads those things,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
youd better hope not because i just read what you put on your page today,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
i dont have a page,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
oh oh oh i respectfully disagree,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
its okay its okay rach its me put down the scrunchy,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
what are you doing,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
well i heard emma stirring so i came to make sure she could reach hugsy,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
oh oh thanks alright well now that im up im going to go to the bathroom,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
because i told everyone he slept with dinosaurs,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
would you get that please people have been calling to congratulate me all day,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
oh youll see my friend,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
posting that i died that really isnt funny,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
well how you died was funny,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
oh please hit by a blimp,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
it kills over one americans every year,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
unbelievable my classmates are gonna think im dead my professors my my parents are gonna get phone calls youre messing with peoples feelings here,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
you wanna talk about peoples feelings you should have heard how hurt professor stern was yesterday when i told him i wouldnt be able to go with him to key west,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
youve really crossed the line here but thats okay its ok cause im on my way to buy some photoshop software and a stack of gay porn thats right your coming out is about to get real graphic,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
god i wish mike were here,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
okay if mike were here what would the two of you be doing,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
what are you animals its 4 oclock in the afternoon,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
i gotta call him just to talk to him theres no harm in that,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
here,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
and now your cell,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
this is your cellphone,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
yes,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
this is your current cellphone,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
yes it reminds me of a simpler time,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
phoebe wheres your purse,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
no no give it to me,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
you cant have it,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
give it to me,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
ill go in there,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
phoebe come here,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
haha,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
damn you monica geller hyphen bing,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
hey look whos here its joey and he brought home a friend,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
joey emmas right here you promised not to bring girls home in the middle of the day anymore,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
no no its not a girl its a brand new hugsy,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
oh thats so great now emma has two hugsys,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
no no emma has one hugsy the new hugsy huh the other hugsy i dont know i guess ill just take it back,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
oh you know what when i was a little girl i had a little pink pony named cotton oh i loved her so much i took her everywhere i would braid her tail,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
should i be concerned that a button fell off the old hugsy and i cant find it,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
oh no dont worry about that i swallowed that years ago,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
oh i dont think she likes the new hugsy,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
but hes the same,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
yeah i think she wants the old one back,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
joey come on,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
hes the same,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
you know its a lot less surprising to do that after ive buzzed you into the building,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
so phoebe why are there mens shoes by the door,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
those are my shoes,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
oh when you get over this breakup we need to go shopping,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
monica i really appreciate you checking in on me but im actually feeling a lot better yeah i just kinda want to be alone right now,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
i ordered chinese food,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
what are the chances 1 billion chinese people and they send mike,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
phoebe called me,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
phoebe,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
im sorry i broke down i wanted to see him,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
damnit phoebe how did you even call him,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
there is a speakerphone on the base unit,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
base unit think monica think,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
look if i wanna see phoebe and she wants to see,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
oh sorry i guess i was thrown off by the mention of my name,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
look guys you cant do this its just going to make getting over each other that much harder,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
not if nothing happens why cant why cant we just hang out as friends,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
sit down,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
ive been pretty good,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thanks you look good too,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oh no no no no this is dangerous territory keep it clean,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
so hows the piano playing going,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
actually ive been playing a lot of love songs lately ive missed you,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
ive missed you too,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
you know on the way over here i saw this drunk guy throw up and then a pigeon ate it,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
huh so thats what i would look like if i worked out and was being serviced by a policeman youre not actually going to send these out are ya,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
ehactually no i dont need to because your little ross is dead joke didnt work,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
no come on you know thats not true,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
what are you talking about you get sixty responses just for coming out of the closet i didnt get one response and im dead,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
well the gay community is a lot more vocal than the dead community,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
alright look lets think about this ok do you really think that people are gonna stir up your family at this tragic time that people are gonna post condolences on a website this is not about people not caring that youre dead this is about people not having a decent outlet for their grief,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
youre right there isnt a decent outlet,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
right i mean come on im sure that if you had a funeral or a memorial service tons of people would come,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
no that would be stupid youre having it for me,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
ross dont press send dont press se,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
oh too late too late its sent oops sorry and so is the picture of you and the police man,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
im trying to put emma down for a nap have you seen hugsy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
original or crappy,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
original,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
no sorry havent seen him,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
then whats that big lump under your covers,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
its monica ok,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
thats not monica,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
alright fine its original hugsy no now i know that emma wants him but hes mine and i need him,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
shes being unreasonable,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
it does,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
yeah and shes comforted by him because she loves her uncle joey so much,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
really she she loves me,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
ok wait wait wait wait a minute wait a minute i mean rach i mean if if if hugsy means that much to emma then well she can have him,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
look forget it forget it i cant do it,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
are you gonna youre going to take hugsy away from a little child,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
how do you think i got him in the first place,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
alright you two im gonna go to the bathroom now i dont want anything going on while im gone heres a few things you can discuss mucus fungus and the idea of me and ross doing it,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
ive missed you so much no im not gonna ask you to get back together because i know we want different things but just to be with you one more night,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
i know i want that too but is that going to make it too hard,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
it cant be any harder than this i mean if i had known the last time i saw you would be the last time i i would have stopped to memorize your face the way you move everything about you if i had known the last time i kissed you would have been the last time i never would have stopped,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
what,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
didnt you hear that speech if you dont kiss him then i will,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
oh crap,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
who is this,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
my friend manny i asked him to keep me away from you,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
hi thats what im doing for phoebe,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
well you are not doing a very good job,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
excuse me,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
whats with the kissing,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
hey at least i knew where my guy was,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
oh yeah yeah thank god you were here to oversee all the kissing,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
you didnt hear the speech,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
hey it was very moving youre just heartless,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
youre weak,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
youre weird,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
your pants are undone,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
damn it,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
oh we blew it i blame myself,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
and i blame you too,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
its been an hour and not one of my classmates has shown up i tell you when i actually die some people are gonna get seriously haunted,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
there you go someone came,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
hi glad you could come,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
hi youre chandler bing right im tom gordon i was in your class,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
oh yes yes let me take your coat,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thanks uh im so sorry about ross its,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
who is he,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
some guy tom gordon,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
so did you know ross well,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
oh actually i barely knew him yeah i came because i heard chandlers news dyou know if hes seeing anyone,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
what you you oh can i ask you a personal question hohow do you shave your beard so close,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
i look like a man,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
please one ridiculous problem at a time,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
it isnt ridiculous look around no ones here,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
you gave them one days notice not everyone in our class checks the web site everyday and monica its probably the way you stand,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
yes youre right still somebody must have seen it i mean i went to that school for 4 years i didnt have an impact on anyone,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
oh thats not true you had an impact on me i mean its 15 years later and were still best friends doesnt that count for something,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
hi im here for ross gellers memorial service,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
kori kori weston,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
yeah,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
wow you look amazing,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
and you are,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
chandler chandler bing im not gay im not gay at all,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
you are married though,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
i cant believe that ross is gone it is just so sad,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
i didnt know ross and you were so close,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
we werent but we had one class together he was such a great guy and he talked so passionately about science i always remembered him,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
im sure that would mean a lot to him and if heaven has a door im sure hes pressing his ear up against it and listening intently,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
i thought so many times about calling him and asking him out i guess i really missed my chance,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
did you hear that kori weston had a crush on me,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
tell him,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
no,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
tell him tell him,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
justplease tell him,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
shut up,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
tell me what,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
look at you you wont even look at him,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
all right all right all right last night i had a dream that uh youand i were,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
wow,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
exellent dream score,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
why why why would you dream that,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
more importantly was i any good,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
well you were pretty damn good,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
well last night you seemed to know your way around the table,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i love it when we share,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
youre okay there,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
i cant belive you two had sex in her dream,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
im sorry it was a onetimething i was very drunk and i wassomebody elses subconscious,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
hello rachel,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
get off,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
i dont know what are you wearing,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
pheebs why would you want to operate a drill press,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
just for some shorttermwork you know until i get back some of mymassage clients,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
pirates again,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
hey hey chan she could work for you,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
what i could i could do it what is it,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
i could be a secretary,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
well you know phoebs i dont know if its your kinda thing becauseit involves a lot of being normal for a large portion of the day,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
i could do that,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
what are you playing with,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
oh its my new beeper,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
what the hell does a paleontologist need a beeper for,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
is it like for dinosaur emergencies help come quick theyre stillextinct,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
no its for when carol goes into labor she can get me wherever i am imean all she has to do is to dial 55jimbo,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
a cool phone number and a possible name for the kid,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
off to see young ethan,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
thank you,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
how young is young ethan young,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
hes our age,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
when we were,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
okay hes a senior in college,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
college,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
whoa and this manchild has no problem with how old you are,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
no of course not its not even an issue cause i told him i was 22,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
what,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
oh i cant pass for 22,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
well maybe 2526,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
i am 26,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
there you go,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
can you hear that,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
see thatll stop when you pick up the phone,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
im not in a meeting im right whoops,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
ross says hi,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ah,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
this is so fun all right what do we do now,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
well now i actually have to get to work,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
okay,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
all right bye bye,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
bye bye,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
whatcha doin,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
just a touch mon i dont understand i mean youve been dating thisguy since like what his midterms i mean why all the sudden are you so oh,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
could tonight be the night,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
i dont know look hes a great guy and i love being with him but youknow things happen and they happen you dont plan these things,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
so did you shave your legs,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
yeah,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
aha,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
would you let it go ross it was just a dream it doesnt mean,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
oh oh oh oh oh this is it oh my god its baby time baby time,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
all right relax relax just relax just relax be cool be cool,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
hey hey how was the first day,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
oh exellent everyone was so so nice,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
no i didnt tell anybody that i knew you,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
why not,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
oh because you know they dont like you,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
what,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
i thought you knew that,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
noho who doesnt they like me,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
everyone except for uh no everyone,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
what are you talking about,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
dont feel bad you know they used to like you a lot but then you gotpromoted and you know now youre like mr boss man you know,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
i cant belive it,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
yeah yeah they even do you,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
they do me,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
you know like uh okay uh could that report,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
i dont sound like that,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
oh oh chandler,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
oh yeah you do,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
the hills were alive with the sound,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
okay i dont sound like that that is so,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
that is so,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
did not,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
i am telling you up until i was like nine i thought thatgunpoint was an actual place where crimes happen,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
how was that possible,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
unless,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
uh ah unless you wanna stay over i mean im going to so,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
yeah id really like that,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
uuh before we get into any stayingoverstuff there is somethingyou should know,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
okay is this like i have an early class tomorrow or im secretlymarried to a goat,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
well its somewhere in between you see in a strictly technicalsense of course im not uh well i i mean i havent ever uh,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
ethan,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
yeah,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
are you a virgin,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
well if thats what you kids are calling it these days then yes iam i uh ive kinda been waiting for the right person,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
really,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
yeah you do know i was talking about you right,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
you keep saying that,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
you know you read about it you see it in the movies even whenyou practice it at home man oh man it is nothing like that,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
listen uh you told me something that was really difficult for you andi ii figured if you could be honest then i can to,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
oh god dont tell me i did it wrong,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
